doctor_id,total_appointments,completed_appointments,pending_appointments,cancelled_appointments,avg_consultation_minutes,avg_waiting_time_minutes,weekly_appointments,hours_per_week,workload_score,burnout_risk_score,burnout_risk_level
D392,166,54,62,50,25.771084337349397,29.837349397590362,1.0,32,3.1,99.4,High
D393,163,58,66,39,26.073619631901842,30.024539877300615,1.1,40,2.8,115.0,High
D394,219,71,66,82,27.59360730593607,25.301369863013697,1.4,50,2.8,128.9,High
D395,187,58,54,75,27.711229946524064,24.315508021390375,1.1,32,3.4,93.2,High
D396,200,73,73,54,28.85,28.78,1.4,45,3.1,121.1,High
D397,189,66,67,56,27.62962962962963,28.523809523809526,1.3,40,3.2,111.6,High
D398,176,49,69,58,25.318181818181817,28.21590909090909,0.9,45,2.0,132.4,High
D399,176,51,70,55,28.380681818181817,29.5,1.0,50,2.0,141.4,High
D4,205,60,67,78,27.44390243902439,23.91219512195122,1.2,40,3.0,114.5,High
D40,190,58,75,57,27.526315789473685,29.126315789473683,1.1,40,2.8,119.5,High
D400,194,72,75,47,27.716494845360824,32.13917525773196,1.4,32,4.4,97.0,High
D401,206,67,77,62,25.266990291262136,29.111650485436893,1.3,50,2.6,135.3,High
D402,214,70,73,71,27.364485981308412,25.897196261682243,1.3,40,3.2,112.4,High
D403,197,63,69,65,26.065989847715738,26.97969543147208,1.2,36,3.3,106.0,High
D404,205,72,68,65,26.478048780487804,28.273170731707317,1.4,40,3.5,109.7,High
D405,185,57,56,72,26.594594594594593,23.794594594594596,1.1,40,2.8,110.4,High
D406,213,76,79,58,26.28638497652582,26.769953051643192,1.5,45,3.3,122.4,High
D407,216,63,75,78,28.03240740740741,26.50462962962963,1.2,50,2.4,136.4,High
D408,195,63,64,68,26.676923076923078,27.24102564102564,1.2,50,2.4,131.2,High
D409,203,73,65,65,27.36945812807882,26.48768472906404,1.4,40,3.5,108.1,High
D41,189,65,56,68,26.306878306878307,26.084656084656086,1.2,32,3.8,91.4,High
D410,199,64,76,59,27.738693467336685,29.944723618090453,1.2,40,3.0,116.6,High
D411,185,61,65,59,27.356756756756756,29.383783783783784,1.2,32,3.8,97.4,High
D412,184,64,56,64,26.85326086956522,27.494565217391305,1.2,45,2.7,117.2,High
D413,186,66,49,71,25.618279569892472,24.22043010752688,1.3,40,3.2,103.5,High
D414,209,68,76,65,26.167464114832537,27.736842105263158,1.3,40,3.2,114.6,High
D415,213,76,72,65,26.300469483568076,27.107981220657276,1.5,40,3.8,110.0,High
D416,187,52,60,75,26.871657754010695,23.486631016042782,1.0,32,3.1,99.5,High
D417,200,64,69,67,26.93,28.475,1.2,32,3.8,97.7,High
D418,216,74,66,76,26.40740740740741,24.050925925925927,1.4,50,2.8,127.8,High
D419,221,80,76,65,28.018099547511312,27.945701357466064,1.5,45,3.3,119.8,High
D42,195,73,58,64,26.18974358974359,26.712820512820514,1.4,32,4.4,89.7,High
D420,179,64,55,60,28.743016759776538,26.921787709497206,1.2,40,3.0,106.9,High
D421,205,75,65,65,26.829268292682926,25.678048780487806,1.4,40,3.5,107.4,High
D422,201,60,52,89,27.074626865671643,21.577114427860696,1.2,50,2.4,126.8,High
D423,212,70,69,73,27.22641509433962,23.985849056603772,1.3,40,3.2,110.8,High
D424,215,64,74,77,27.232558139534884,27.288372093023256,1.2,36,3.3,107.8,High
D425,187,58,58,71,27.941176470588236,26.657754010695186,1.1,50,2.2,130.6,High
D426,186,73,52,61,26.526881720430108,25.580645161290324,1.4,32,4.4,87.3,High
D427,213,78,69,66,26.558685446009388,27.906103286384976,1.5,40,3.8,108.1,High
D428,206,64,73,69,25.961165048543688,29.815533980582526,1.2,40,3.0,115.2,High
D429,208,64,70,74,25.89903846153846,23.932692307692307,1.2,32,3.8,98.2,High
D43,209,82,59,68,26.48803827751196,24.71291866028708,1.6,40,4.0,103.3,High
D430,188,65,63,60,27.0,28.18617021276596,1.2,40,3.0,110.1,High
D431,222,80,66,76,27.54954954954955,24.92792792792793,1.5,36,4.2,98.5,High
D432,204,73,71,60,27.887254901960784,29.073529411764707,1.4,45,3.1,120.3,High
D433,197,72,72,53,26.83248730964467,29.710659898477157,1.4,40,3.5,111.3,High
D434,188,63,68,57,28.138297872340427,28.01063829787234,1.2,40,3.0,113.4,High
D435,196,74,63,59,27.372448979591837,28.571428571428573,1.4,40,3.5,107.0,High
D436,191,59,75,57,26.18324607329843,27.43979057591623,1.1,45,2.4,128.7,High
D437,202,58,82,62,26.64851485148515,30.163366336633665,1.1,40,2.8,123.1,High
D438,206,73,64,69,27.237864077669904,26.70873786407767,1.4,45,3.1,117.5,High
D439,205,66,68,71,28.097560975609756,27.619512195121953,1.3,32,4.1,96.5,High
D44,231,79,73,79,27.636363636363637,23.645021645021647,1.5,45,3.3,119.0,High
D440,205,64,72,69,28.414634146341463,27.829268292682926,1.2,40,3.0,114.7,High
D441,204,67,64,73,27.720588235294116,25.59313725490196,1.3,32,4.1,94.3,High
D442,216,72,74,70,27.62962962962963,27.48148148148148,1.4,40,3.5,112.2,High
D443,199,66,56,77,27.532663316582916,26.266331658291456,1.3,36,3.6,98.9,High
D444,203,70,67,66,27.399014778325125,29.330049261083744,1.3,40,3.2,109.9,High
D445,200,69,61,70,26.66,26.17,1.3,40,3.2,107.7,High
D446,228,70,74,84,26.907894736842106,25.723684210526315,1.3,36,3.6,105.1,High
D447,203,63,72,68,27.51231527093596,26.27093596059113,1.2,40,3.0,115.2,High
D448,221,77,61,83,28.09502262443439,25.506787330316744,1.5,50,3.0,125.0,High
D449,201,69,63,69,26.865671641791046,26.72139303482587,1.3,36,3.6,100.8,High
D45,207,69,69,69,27.159420289855074,26.70048309178744,1.3,45,2.9,121.0,High
D450,191,66,66,59,26.659685863874344,29.05759162303665,1.3,45,2.9,121.0,High
D451,175,68,53,54,26.86285714285714,26.742857142857144,1.3,45,2.9,114.5,High
D452,197,61,72,64,27.299492385786802,28.517766497461928,1.2,45,2.7,126.2,High
D453,176,58,51,67,28.02840909090909,25.52840909090909,1.1,45,2.4,117.1,High
D454,197,75,60,62,26.065989847715738,28.6497461928934,1.4,50,2.8,125.1,High
D455,201,68,60,73,26.124378109452735,26.29850746268657,1.3,40,3.2,107.7,High
D456,208,65,85,58,27.0625,30.60576923076923,1.2,36,3.3,112.3,High
D457,201,64,64,73,27.8407960199005,24.671641791044777,1.2,40,3.0,111.0,High
D458,193,69,70,54,27.383419689119172,28.46113989637306,1.3,45,2.9,121.4,High
D459,218,68,74,76,26.954128440366972,27.940366972477065,1.3,32,4.1,98.2,High
D46,207,83,70,54,28.304347826086957,29.280193236714975,1.6,50,3.2,126.6,High
D460,193,75,64,54,26.22279792746114,28.647668393782382,1.4,36,3.9,99.2,High
D461,202,63,57,82,26.07920792079208,22.747524752475247,1.2,45,2.7,118.1,High
D462,177,49,67,61,25.926553672316384,26.694915254237287,0.9,40,2.2,121.3,High
D463,198,63,71,64,28.257575757575758,27.31313131313131,1.2,40,3.0,114.8,High
D464,202,75,54,73,27.27227722772277,24.594059405940595,1.4,32,4.4,87.5,High
D465,185,68,57,60,27.481081081081083,26.61081081081081,1.3,50,2.6,126.1,High
D466,201,69,65,67,27.62686567164179,26.64179104477612,1.3,40,3.2,109.5,High
D467,228,65,75,88,27.57894736842105,24.403508771929825,1.2,50,2.4,135.3,High
D468,189,60,56,73,27.486772486772487,25.264550264550266,1.2,40,3.0,109.0,High
D469,218,69,78,71,27.21559633027523,30.568807339449542,1.3,32,4.1,99.5,High
D47,176,56,54,66,26.801136363636363,25.75,1.1,50,2.2,129.5,High
D470,209,84,55,70,26.425837320574164,24.641148325358852,1.6,40,4.0,101.4,High
D471,194,59,80,55,26.97422680412371,28.891752577319586,1.1,36,3.1,113.6,High
D472,198,59,67,72,27.86868686868687,27.8989898989899,1.1,45,2.4,124.7,High
D473,176,50,49,77,25.732954545454547,24.477272727272727,1.0,40,2.5,110.1,High
D474,197,58,65,74,27.604060913705585,24.730964467005077,1.1,50,2.2,134.2,High
D475,182,62,59,61,27.23076923076923,27.703296703296704,1.2,40,3.0,109.6,High
D476,192,57,65,70,27.713541666666668,25.8125,1.1,45,2.4,124.8,High
D477,235,70,86,79,27.136170212765958,28.059574468085106,1.3,36,3.6,110.1,High
D478,200,72,64,64,26.29,28.46,1.4,45,3.1,117.9,High
D479,197,70,67,60,26.507614213197968,28.131979695431472,1.3,36,3.6,102.1,High
D48,197,58,75,64,26.6751269035533,28.725888324873097,1.1,40,2.8,119.5,High
D480,165,57,55,53,26.854545454545455,27.1030303030303,1.1,45,2.4,119.6,High
D481,206,67,67,72,26.296116504854368,27.733009708737864,1.3,45,2.9,121.0,High
D482,215,75,67,73,27.274418604651164,25.358139534883723,1.4,45,3.1,118.0,High
D483,199,77,65,57,27.105527638190956,27.979899497487438,1.5,40,3.8,106.9,High
D484,207,66,67,74,27.782608695652176,25.381642512077295,1.3,50,2.6,131.3,High
D485,187,64,62,61,28.502673796791445,25.566844919786096,1.2,40,3.0,110.1,High
D486,188,64,61,63,27.51063829787234,26.93617021276596,1.2,50,2.4,129.4,High
D487,205,64,62,79,26.536585365853657,24.814634146341465,1.2,36,3.3,102.3,High
D488,198,65,68,65,27.792929292929294,28.207070707070706,1.2,40,3.0,112.4,High
D489,197,72,64,61,27.456852791878173,27.538071065989847,1.4,36,3.9,100.3,High
D49,215,88,52,75,28.41860465116279,23.12558139534884,1.7,45,3.8,109.4,High
D490,193,65,70,58,27.39378238341969,27.932642487046632,1.2,32,3.8,97.7,High
D491,190,60,68,62,27.357894736842105,28.778947368421054,1.2,50,2.4,134.6,High
D492,230,79,76,75,26.68695652173913,27.408695652173915,1.5,36,4.2,102.6,High
D493,217,84,64,69,26.967741935483872,26.258064516129032,1.6,40,4.0,104.6,High
D494,191,73,65,53,28.089005235602095,27.476439790575917,1.4,45,3.1,117.9,High
D495,203,76,65,62,27.625615763546797,28.99014778325123,1.5,40,3.8,107.2,High
D496,203,70,72,61,27.374384236453203,26.940886699507388,1.3,32,4.1,96.5,High
D497,202,66,65,71,27.252475247524753,24.014851485148515,1.3,32,4.1,95.2,High
D498,192,66,69,57,27.223958333333332,28.03125,1.3,40,3.2,112.5,High
D499,219,87,66,66,27.438356164383563,25.269406392694062,1.7,36,4.7,96.8,High
D5,207,74,52,81,27.555555555555557,22.594202898550726,1.4,32,4.4,87.0,High
D50,195,54,65,76,27.31282051282051,25.784615384615385,1.0,45,2.2,126.6,High
D500,222,74,81,67,28.02252252252252,30.045045045045047,1.4,40,3.5,114.2,High
D51,203,71,61,71,26.940886699507388,24.87192118226601,1.4,40,3.5,107.2,High
D52,212,60,72,80,27.047169811320753,25.71698113207547,1.2,50,2.4,136.6,High
D53,188,55,79,54,26.9468085106383,30.074468085106382,1.1,36,3.1,115.9,High
D54,181,57,60,64,27.104972375690608,26.624309392265193,1.1,50,2.2,132.1,High
D55,202,66,81,55,25.514851485148515,31.46039603960396,1.3,32,4.1,102.3,High
D56,200,68,65,67,28.145,28.25,1.3,45,2.9,119.7,High
D57,200,76,59,65,27.875,26.29,1.5,50,3.0,124.5,High
D58,172,59,55,58,26.680232558139537,28.151162790697676,1.1,36,3.1,101.0,High
D59,212,64,70,78,26.485849056603772,25.952830188679247,1.2,32,3.8,98.2,High
D6,193,57,76,60,26.626943005181346,27.61139896373057,1.1,50,2.2,140.4,High
D60,194,84,48,62,27.02061855670103,25.061855670103093,1.6,36,4.4,91.1,High
D61,214,63,69,82,26.49532710280374,25.182242990654206,1.2,36,3.3,106.0,High
D62,215,60,79,76,26.953488372093023,24.66046511627907,1.2,36,3.3,112.5,High
D63,193,61,66,66,27.305699481865286,28.616580310880828,1.2,36,3.3,105.6,High
D64,195,49,74,72,26.625641025641027,26.184615384615384,0.9,32,2.8,109.8,High
D65,197,52,78,67,28.269035532994923,29.15736040609137,1.0,36,2.8,117.6,High
D66,182,61,57,64,27.60989010989011,26.884615384615383,1.2,45,2.7,118.9,High
D67,193,66,57,70,25.518134715025905,24.89119170984456,1.3,50,2.6,126.8,High
D68,207,70,68,69,26.545893719806763,25.879227053140095,1.3,36,3.6,102.5,High
D69,208,69,66,73,26.802884615384617,25.78846153846154,1.3,50,2.6,129.6,High
D7,224,71,61,92,26.772321428571427,25.049107142857142,1.4,36,3.9,99.4,High
D70,215,67,77,71,27.73488372093023,26.613953488372093,1.3,40,3.2,115.6,High
D71,173,65,55,53,26.751445086705203,26.508670520231213,1.2,40,3.0,106.5,High
D72,208,69,63,76,27.41826923076923,25.23076923076923,1.3,40,3.2,108.6,High
D73,194,75,59,60,26.52577319587629,26.170103092783506,1.4,32,4.4,89.5,High
D74,180,48,66,66,28.238888888888887,28.13888888888889,0.9,50,1.8,141.3,High
D75,188,76,51,61,28.75531914893617,25.53723404255319,1.5,36,4.2,94.0,High
D76,219,78,67,74,27.98173515981735,26.28767123287671,1.5,40,3.8,107.3,High
D77,214,64,76,74,27.037383177570092,27.411214953271028,1.2,45,2.7,126.4,High
D78,177,61,65,51,27.16949152542373,29.858757062146893,1.2,50,2.4,132.7,High
D79,187,62,65,60,27.475935828877006,26.97326203208556,1.2,40,3.0,112.5,High
D8,238,69,86,83,26.735294117647058,26.3781512605042,1.3,32,4.1,102.9,High
D80,194,71,53,70,25.943298969072163,24.922680412371133,1.4,50,2.8,123.5,High
D81,185,59,62,64,27.237837837837837,25.15135135135135,1.1,32,3.4,96.7,High
D82,208,69,66,73,27.96153846153846,26.451923076923077,1.3,45,2.9,119.7,High
D83,199,67,67,65,27.371859296482413,27.738693467336685,1.3,36,3.6,103.4,High
D84,218,83,73,62,26.5,29.36697247706422,1.6,45,3.6,117.9,High
D85,191,64,62,65,28.361256544502616,26.319371727748692,1.2,40,3.0,110.1,High
D86,187,65,56,66,26.86631016042781,25.358288770053477,1.2,32,3.8,91.4,High
D87,212,68,80,64,27.08490566037736,29.608490566037737,1.3,50,2.6,136.1,High
D88,227,76,73,78,26.70044052863436,25.004405286343612,1.5,40,3.8,110.3,High
D89,202,62,70,70,26.014851485148515,28.633663366336634,1.2,45,2.7,124.7,High
D9,198,77,55,66,26.853535353535353,26.944444444444443,1.5,36,4.2,95.3,High
D90,198,53,65,80,26.641414141414142,23.12121212121212,1.0,50,2.0,137.1,High
D91,220,71,68,81,28.20909090909091,25.313636363636363,1.4,45,3.1,119.9,High
D92,186,61,64,61,25.274193548387096,28.78494623655914,1.2,40,3.0,112.5,High
D93,201,49,80,72,26.621890547263682,28.00497512437811,0.9,45,2.0,139.0,High
D94,223,78,77,68,28.14798206278027,28.282511210762333,1.5,40,3.8,111.1,High
D95,198,66,73,59,27.474747474747474,31.505050505050505,1.3,45,2.9,124.1,High
D96,200,70,68,62,28.1,29.45,1.3,50,2.6,130.0,High
D97,210,63,62,85,27.066666666666666,24.323809523809523,1.2,50,2.4,130.3,High
D98,208,71,57,80,26.423076923076923,24.701923076923077,1.4,40,3.5,105.5,High
D99,232,89,67,76,27.24137931034483,26.853448275862068,1.7,40,4.2,104.4,High
